zip_code,city,latitude,longitude,total_results
10035,New York,40.79237,-73.924644,4
10036,New York,40.762442,-74.000055,12
10036,Manhattan,40.76073,-73.985995,12
10036,New York,40.755856,-73.984313,12
10036,New York,40.758586,-73.991341,12
10036,New York,40.761018,-73.99878,12
10036,New York,40.762189,-73.999714,12
10036,New York City,40.758305,-73.980311,12
10036,Manhattan,40.764495,-73.996651,12
10036,New York,40.759223,-73.992703,12
10036,New York,40.7624,-73.99635,12
10036,New York,40.758967,-73.995189,12
10036,New York,40.76087,-73.99774,12
10038,New York,40.710786,-74.006017,2
10038,New York,40.710019,-74.004385,2
10044,New York,40.755093,-73.955605,11
10044,New York,40.764464,-73.946924,11
10044,New York,40.764208,-73.947198,11
10044,New York,40.764429,-73.946793,11
10044,New York,40.755077,-73.955605,11
10044,New York,40.755024,-73.955605,11
10044,New York,40.75533,-73.95569,11
10044,New York,40.755314,-73.955605,11
10044,New York,40.75516,-73.955605,11
10044,New York,40.755142,-73.9556,11
10044,New York,40.755108,-73.955605,11
10065,Manhattan,40.766853,-73.967711,22
10065,Manhattan,40.763981,-73.964368,22
10065,New York,40.77735,-73.958352,22
10065,New York,40.766495,-73.9667,22
10065,New York,40.7758,-73.95087,22
10065,New York,40.767743,-73.963665,22
10065,New York,40.767615,-73.961509,22
10065,New York,40.764552,-73.962034,22
10065,New York,40.769061,-73.96876,22
10065,New York,40.763488,-73.961323,22
10065,New York,40.760289,-73.959501,22
10065,New York,40.764423,-73.968865,22
10065,New York,40.768144,-73.966736,22
10065,New York,40.765378,-73.955054,22
10065,New York,40.767342,-73.960835,22
10065,New York,40.769134,-73.968707,22
10065,New York,40.763723,-73.956354,22
10065,New York,40.764935,-73.96063,22
10065,New York,40.764945,-73.960624,22
10065,New York,40.76327,-73.9634,22
10065,New York,40.76318,-73.96684,22
10065,New York,40.76775,-73.9666,22
10069,New York,40.778412,-73.988294,13
10069,New York,40.707679,-74.004687,13
10069,New York,40.775374,-73.989687,13
10069,New York,40.772871,-73.992514,13
10069,New York,40.773005,-73.992868,13
10069,New York,40.772952,-73.992622,13
10069,New York,40.772896,-73.992536,13
10069,New York,40.772904,-73.992514,13
10069,New York,40.77292,-73.992546,13
10069,New York,40.772912,-73.992589,13
10069,New York,40.7733,-73.991532,13
10069,New York,40.772896,-73.992546,13
10069,New York,40.772916,-73.99263,13
10075,New York,40.771794,-73.955624,12
10075,New York,40.773225,-73.952643,12
10075,New York,40.771918,-73.951679,12
10075,New York,40.771879,-73.951627,12
10075,New York,40.776006,-73.961627,12
10075,New York,40.771382,-73.948344,12
10075,New York,40.77331,-73.952621,12
10075,Manhattan,40.773665,-73.958333,12
10075,New York,40.774878,-73.960671,12
10075,New York,40.76939,-73.96546,12
10075,New York,40.77397,-73.9539,12
10075,Manhattan,40.773528,-73.959538,12
10128,New York,40.783536,-73.949507,15
10128,New York,40.782212,-73.95023,15
10128,New York,40.78098,-73.951145,15
10128,New York,40.781413,-73.946377,15
10128,New York,40.782091,-73.946029,15
10128,New York,40.78567,-73.954593,15
10128,New York,40.776461,-73.944363,15
10128,New York,40.78859,-73.97118,15
10128,New York,40.784865,-73.948526,15
10128,New York,40.775792,-73.944015,15
10128,New York,40.77729,-73.94355,15
10128,New York,40.78351,-73.94888,15
10128,New York,40.780678,-73.956269,15
10128,New York,40.7796871,-73.952595,15
10128,ny,40.7844709,-73.956859,15
10280,New York,40.708165,-74.016641,6
10280,New York,40.711145,-74.016332,6
10280,New York,40.706965,-74.017971,6
10280,New York,40.70663,-74.016916,6
10280,New York,40.707738,-74.016845,6
10280,Manhattan,40.709803,-74.015771,6
10282,New York,40.77373,-73.989713,5
10282,New York,40.71695,-74.014948,5
10282,New York,40.716131,-74.015548,5
10282,New York,40.716132,-74.015557,5
10282,New York,40.716133,-74.01556,5
